時間,年份,月份,日期,Aircraft_Type,對照中文,機型分類,Num,Coordinates
20220809,2022,8,9,èæ·-30æ©,蘇愷-30機,戰鬥機,8,"['LINESTRING (121.30386262154633 26.753047327445067, 121.64824988386559 26.457396154381204, 121.56932780291743 26.358845763359916, 121.21776580596652 26.66153625006816)', 'LINESTRING (120.74423332027754 26.147666354028587, 121.0886205825968 25.844975867320343, 121.00969850164863 25.760504103587813, 120.67248597396103 26.0491159630073)', 'LINESTRING (120.09133246879728 25.507088812390215, 120.41419552722158 25.190319698393218, 120.31374924237846 25.112887248305064, 120.01241038784912 25.408538421368927)']"
20220809,2022,8,9,æ®²-16æ©,殲-16機,戰鬥機,4,"['LINESTRING (121.30386262154633 26.753047327445067, 121.64824988386559 26.457396154381204, 121.56932780291743 26.358845763359916, 121.21776580596652 26.66153625006816)', 'LINESTRING (120.74423332027754 26.147666354028587, 121.0886205825968 25.844975867320343, 121.00969850164863 25.760504103587813, 120.67248597396103 26.0491159630073)', 'LINESTRING (120.09133246879728 25.507088812390215, 120.41419552722158 25.190319698393218, 120.31374924237846 25.112887248305064, 120.01241038784912 25.408538421368927)']"
20220809,2022,8,9,æ®²-11æ©,殲-11機,戰鬥機,4,"['LINESTRING (121.30386262154633 26.753047327445067, 121.64824988386559 26.457396154381204, 121.56932780291743 26.358845763359916, 121.21776580596652 26.66153625006816)', 'LINESTRING (120.74423332027754 26.147666354028587, 121.0886205825968 25.844975867320343, 121.00969850164863 25.760504103587813, 120.67248597396103 26.0491159630073)', 'LINESTRING (120.09133246879728 25.507088812390215, 120.41419552722158 25.190319698393218, 120.31374924237846 25.112887248305064, 120.01241038784912 25.408538421368927)']"
20220810,2022,8,10,èæ·-30æ©,蘇愷-30機,戰鬥機,9,"['LINESTRING (120.27070083458857 25.661953712566525, 120.60073862764452 25.37334185314704, 120.528991281328 25.27479146212575, 120.18460401900875 25.563403321545238)', 'LINESTRING (118.6348613385721 24.042911574359657, 118.97924860089135 23.74726040129579, 118.89315178531153 23.655749323918883, 118.55593925762393 23.93732186969399)']"
20220810,2022,8,10,æ®²-11æ©,殲-11機,戰鬥機,8,"['LINESTRING (120.27070083458857 25.661953712566525, 120.60073862764452 25.37334185314704, 120.528991281328 25.27479146212575, 120.18460401900875 25.563403321545238)', 'LINESTRING (118.6348613385721 24.042911574359657, 118.97924860089135 23.74726040129579, 118.89315178531153 23.655749323918883, 118.55593925762393 23.93732186969399)']"
20220811,2022,8,11,æ®²è½-7æ©,殲轟-7機,戰鬥轟炸機,1,"['LINESTRING (121.73434669944541 27.11909163695271, 122.07155922713301 26.844558404821978, 121.9998118808165 26.72489007286756, 121.65542461849724 27.013501932287042)', 'LINESTRING (120.8231554012257 26.189902235894852, 121.17471739817661 25.908329690119743, 121.1029700518601 25.788661358165324, 120.75858278954084 26.084312531229187)', 'LINESTRING (117.98913522172349 23.346019523566262, 118.31917301477944 23.057407664146776, 118.24742566846292 22.95885727312549, 117.89586367151202 23.240429818900598)']"
20220811,2022,8,11,èæ·-30æ©,蘇愷-30機,戰鬥機,6,"['LINESTRING (121.73434669944541 27.11909163695271, 122.07155922713301 26.844558404821978, 121.9998118808165 26.72489007286756, 121.65542461849724 27.013501932287042)', 'LINESTRING (120.8231554012257 26.189902235894852, 121.17471739817661 25.908329690119743, 121.1029700518601 25.788661358165324, 120.75858278954084 26.084312531229187)', 'LINESTRING (117.98913522172349 23.346019523566262, 118.31917301477944 23.057407664146776, 118.24742566846292 22.95885727312549, 117.89586367151202 23.240429818900598)']"
20220811,2022,8,11,æ®²-11æ©,殲-11機,戰鬥機,4,"['LINESTRING (121.73434669944541 27.11909163695271, 122.07155922713301 26.844558404821978, 121.9998118808165 26.72489007286756, 121.65542461849724 27.013501932287042)', 'LINESTRING (120.8231554012257 26.189902235894852, 121.17471739817661 25.908329690119743, 121.1029700518601 25.788661358165324, 120.75858278954084 26.084312531229187)', 'LINESTRING (117.98913522172349 23.346019523566262, 118.31917301477944 23.057407664146776, 118.24742566846292 22.95885727312549, 117.89586367151202 23.240429818900598)']"
20220812,2022,8,12,èæ·-30æ©,蘇愷-30機,戰鬥機,4,"['LINESTRING (121.30386262154633 26.753047327445067, 121.64107514923394 26.450356840736827, 121.56215306828577 26.365885077004293, 121.21776580596652 26.668575563712537)', 'LINESTRING (117.81694159056386 23.303783641699997, 118.19720252604137 22.9236607049036, 118.0752320373033 22.846228254815447, 117.7380195096157 23.20523325067871)', 'LINESTRING (117.67344689793083 23.071486291435534, 117.97478575246018 22.761756491082913, 117.88868893688037 22.670245413706006, 117.58017534771938 22.979975214058623)']"
20220812,2022,8,12,æ®²-10æ©,殲-10機,戰鬥機,2,"['LINESTRING (121.30386262154633 26.753047327445067, 121.64107514923394 26.450356840736827, 121.56215306828577 26.365885077004293, 121.21776580596652 26.668575563712537)', 'LINESTRING (117.81694159056386 23.303783641699997, 118.19720252604137 22.9236607049036, 118.0752320373033 22.846228254815447, 117.7380195096157 23.20523325067871)', 'LINESTRING (117.67344689793083 23.071486291435534, 117.97478575246018 22.761756491082913, 117.88868893688037 22.670245413706006, 117.58017534771938 22.979975214058623)']"
20220812,2022,8,12,æ®²-16æ©,殲-16機,戰鬥機,4,"['LINESTRING (121.30386262154633 26.753047327445067, 121.64107514923394 26.450356840736827, 121.56215306828577 26.365885077004293, 121.21776580596652 26.668575563712537)', 'LINESTRING (117.81694159056386 23.303783641699997, 118.19720252604137 22.9236607049036, 118.0752320373033 22.846228254815447, 117.7380195096157 23.20523325067871)', 'LINESTRING (117.67344689793083 23.071486291435534, 117.97478575246018 22.761756491082913, 117.88868893688037 22.670245413706006, 117.58017534771938 22.979975214058623)']"
20220813,2022,8,13,èæ·-30æ©,蘇愷-30機,戰鬥機,6,"['LINESTRING (121.03122270554358 26.47147478166996, 121.3684352332312 26.154705667672964, 121.26798894838808 26.0491159630073, 120.92360168606882 26.358845763359916)', 'LINESTRING (117.98913522172349 23.38121609178815, 118.31199828014779 23.0503683505024, 118.21872672993632 22.95885727312549, 117.89586367151202 23.282665700766863)', 'LINESTRING (117.78824265203725 23.127800800590556, 118.11110571046156 22.81103168659356, 118.01065942561844 22.70544198192789, 117.68779636719414 23.036289723213642)', 'LINESTRING (117.23578808540012 22.332358358775874, 117.89586367151202 21.593230426116214, 117.80976685593221 21.536915916961195, 117.15686600445196 22.27604384962085)']"
20220813,2022,8,13,æ®²-10æ©,殲-10機,戰鬥機,2,"['LINESTRING (121.03122270554358 26.47147478166996, 121.3684352332312 26.154705667672964, 121.26798894838808 26.0491159630073, 120.92360168606882 26.358845763359916)', 'LINESTRING (117.98913522172349 23.38121609178815, 118.31199828014779 23.0503683505024, 118.21872672993632 22.95885727312549, 117.89586367151202 23.282665700766863)', 'LINESTRING (117.78824265203725 23.127800800590556, 118.11110571046156 22.81103168659356, 118.01065942561844 22.70544198192789, 117.68779636719414 23.036289723213642)', 'LINESTRING (117.23578808540012 22.332358358775874, 117.89586367151202 21.593230426116214, 117.80976685593221 21.536915916961195, 117.15686600445196 22.27604384962085)']"
20220813,2022,8,13,æ®²-16æ©,殲-16機,戰鬥機,4,"['LINESTRING (121.03122270554358 26.47147478166996, 121.3684352332312 26.154705667672964, 121.26798894838808 26.0491159630073, 120.92360168606882 26.358845763359916)', 'LINESTRING (117.98913522172349 23.38121609178815, 118.31199828014779 23.0503683505024, 118.21872672993632 22.95885727312549, 117.89586367151202 23.282665700766863)', 'LINESTRING (117.78824265203725 23.127800800590556, 118.11110571046156 22.81103168659356, 118.01065942561844 22.70544198192789, 117.68779636719414 23.036289723213642)', 'LINESTRING (117.23578808540012 22.332358358775874, 117.89586367151202 21.593230426116214, 117.80976685593221 21.536915916961195, 117.15686600445196 22.27604384962085)']"
20220813,2022,8,13,é-8åæ½æ©,運-8反潛機,反潛偵察機,1,"['LINESTRING (121.03122270554358 26.47147478166996, 121.3684352332312 26.154705667672964, 121.26798894838808 26.0491159630073, 120.92360168606882 26.358845763359916)', 'LINESTRING (117.98913522172349 23.38121609178815, 118.31199828014779 23.0503683505024, 118.21872672993632 22.95885727312549, 117.89586367151202 23.282665700766863)', 'LINESTRING (117.78824265203725 23.127800800590556, 118.11110571046156 22.81103168659356, 118.01065942561844 22.70544198192789, 117.68779636719414 23.036289723213642)', 'LINESTRING (117.23578808540012 22.332358358775874, 117.89586367151202 21.593230426116214, 117.80976685593221 21.536915916961195, 117.15686600445196 22.27604384962085)']"
20220814,2022,8,14,èæ·-30æ©,蘇愷-30機,戰鬥機,4,"['LINESTRING (120.87337854364726 26.330688508782405, 121.21776580596652 26.035037335718542, 121.13884372501835 25.929447631052877, 120.7801069934358 26.22509880411674)', 'LINESTRING (118.34787195330604 23.669827951207637, 118.7209581541519 23.32490158263313, 118.6348613385721 23.219311877967463, 118.28329934162119 23.57127756018635)', 'LINESTRING (118.17567832214641 23.486805796453815, 118.53441505372898 23.127800800590556, 118.44114350351751 23.036289723213642, 118.08240677193496 23.395294719076908)', 'LINESTRING (117.97478575246018 23.36009815085502, 118.3263477494111 23.008132468636134, 118.24025093383128 22.909582077614843, 117.88868893688037 23.26858707347811)', 'LINESTRING (117.19991441224185 21.262382684830463, 117.65192269403587 21.262382684830463, 117.65192269403587 21.114557098298533, 117.19991441224185 21.114557098298533)']"
20220814,2022,8,14,æ®²-10æ©,殲-10機,戰鬥機,2,"['LINESTRING (120.87337854364726 26.330688508782405, 121.21776580596652 26.035037335718542, 121.13884372501835 25.929447631052877, 120.7801069934358 26.22509880411674)', 'LINESTRING (118.34787195330604 23.669827951207637, 118.7209581541519 23.32490158263313, 118.6348613385721 23.219311877967463, 118.28329934162119 23.57127756018635)', 'LINESTRING (118.17567832214641 23.486805796453815, 118.53441505372898 23.127800800590556, 118.44114350351751 23.036289723213642, 118.08240677193496 23.395294719076908)', 'LINESTRING (117.97478575246018 23.36009815085502, 118.3263477494111 23.008132468636134, 118.24025093383128 22.909582077614843, 117.88868893688037 23.26858707347811)', 'LINESTRING (117.19991441224185 21.262382684830463, 117.65192269403587 21.262382684830463, 117.65192269403587 21.114557098298533, 117.19991441224185 21.114557098298533)']"
20220814,2022,8,14,æ®²-11æ©,殲-11機,戰鬥機,2,"['LINESTRING (120.87337854364726 26.330688508782405, 121.21776580596652 26.035037335718542, 121.13884372501835 25.929447631052877, 120.7801069934358 26.22509880411674)', 'LINESTRING (118.34787195330604 23.669827951207637, 118.7209581541519 23.32490158263313, 118.6348613385721 23.219311877967463, 118.28329934162119 23.57127756018635)', 'LINESTRING (118.17567832214641 23.486805796453815, 118.53441505372898 23.127800800590556, 118.44114350351751 23.036289723213642, 118.08240677193496 23.395294719076908)', 'LINESTRING (117.97478575246018 23.36009815085502, 118.3263477494111 23.008132468636134, 118.24025093383128 22.909582077614843, 117.88868893688037 23.26858707347811)', 'LINESTRING (117.19991441224185 21.262382684830463, 117.65192269403587 21.262382684830463, 117.65192269403587 21.114557098298533, 117.19991441224185 21.114557098298533)']"
20220814,2022,8,14,æ®²-16æ©,殲-16機,戰鬥機,2,"['LINESTRING (120.87337854364726 26.330688508782405, 121.21776580596652 26.035037335718542, 121.13884372501835 25.929447631052877, 120.7801069934358 26.22509880411674)', 'LINESTRING (118.34787195330604 23.669827951207637, 118.7209581541519 23.32490158263313, 118.6348613385721 23.219311877967463, 118.28329934162119 23.57127756018635)', 'LINESTRING (118.17567832214641 23.486805796453815, 118.53441505372898 23.127800800590556, 118.44114350351751 23.036289723213642, 118.08240677193496 23.395294719076908)', 'LINESTRING (117.97478575246018 23.36009815085502, 118.3263477494111 23.008132468636134, 118.24025093383128 22.909582077614843, 117.88868893688037 23.26858707347811)', 'LINESTRING (117.19991441224185 21.262382684830463, 117.65192269403587 21.262382684830463, 117.65192269403587 21.114557098298533, 117.19991441224185 21.114557098298533)']"
20220814,2022,8,14,ç©ºè­¦-500æ©,空警-500機,空中預警機,1,"['LINESTRING (120.87337854364726 26.330688508782405, 121.21776580596652 26.035037335718542, 121.13884372501835 25.929447631052877, 120.7801069934358 26.22509880411674)', 'LINESTRING (118.34787195330604 23.669827951207637, 118.7209581541519 23.32490158263313, 118.6348613385721 23.219311877967463, 118.28329934162119 23.57127756018635)', 'LINESTRING (118.17567832214641 23.486805796453815, 118.53441505372898 23.127800800590556, 118.44114350351751 23.036289723213642, 118.08240677193496 23.395294719076908)', 'LINESTRING (117.97478575246018 23.36009815085502, 118.3263477494111 23.008132468636134, 118.24025093383128 22.909582077614843, 117.88868893688037 23.26858707347811)', 'LINESTRING (117.19991441224185 21.262382684830463, 117.65192269403587 21.262382684830463, 117.65192269403587 21.114557098298533, 117.19991441224185 21.114557098298533)']"
20220815,2022,8,15,ç´-9åæ½æ©,直-9反潛機,反潛直升機,1,"['LINESTRING (122.68141167082337 26.7741652683782, 122.21505391976604 26.7741652683782, 122.21505391976604 26.886794286688243, 122.68141167082337 26.886794286688243)', 'LINESTRING (121.18189213280826 26.548907231758115, 121.53345412975918 26.25325605869425, 121.44735731417936 26.16174498131734, 121.1173195211234 26.457396154381204)', 'LINESTRING (121.05274690943854 26.35180644971554, 121.3971341717578 26.070233903940434, 121.31821209080964 25.964644199274765, 120.96665009385873 26.246216745049875)', 'LINESTRING (118.11110571046156 23.409373346365662, 118.43396876888586 23.14187942787931, 118.369396157201 23.036289723213642, 118.02500889488174 23.31786226898875)']"
20220815,2022,8,15,èæ·-30æ©,蘇愷-30機,戰鬥機,8,"['LINESTRING (122.68141167082337 26.7741652683782, 122.21505391976604 26.7741652683782, 122.21505391976604 26.886794286688243, 122.68141167082337 26.886794286688243)', 'LINESTRING (121.18189213280826 26.548907231758115, 121.53345412975918 26.25325605869425, 121.44735731417936 26.16174498131734, 121.1173195211234 26.457396154381204)', 'LINESTRING (121.05274690943854 26.35180644971554, 121.3971341717578 26.070233903940434, 121.31821209080964 25.964644199274765, 120.96665009385873 26.246216745049875)', 'LINESTRING (118.11110571046156 23.409373346365662, 118.43396876888586 23.14187942787931, 118.369396157201 23.036289723213642, 118.02500889488174 23.31786226898875)']"
20220815,2022,8,15,æ®²-11æ©,殲-11機,戰鬥機,2,"['LINESTRING (122.68141167082337 26.7741652683782, 122.21505391976604 26.7741652683782, 122.21505391976604 26.886794286688243, 122.68141167082337 26.886794286688243)', 'LINESTRING (121.18189213280826 26.548907231758115, 121.53345412975918 26.25325605869425, 121.44735731417936 26.16174498131734, 121.1173195211234 26.457396154381204)', 'LINESTRING (121.05274690943854 26.35180644971554, 121.3971341717578 26.070233903940434, 121.31821209080964 25.964644199274765, 120.96665009385873 26.246216745049875)', 'LINESTRING (118.11110571046156 23.409373346365662, 118.43396876888586 23.14187942787931, 118.369396157201 23.036289723213642, 118.02500889488174 23.31786226898875)']"
20220815,2022,8,15,æ®²-16æ©,殲-16機,戰鬥機,4,"['LINESTRING (122.68141167082337 26.7741652683782, 122.21505391976604 26.7741652683782, 122.21505391976604 26.886794286688243, 122.68141167082337 26.886794286688243)', 'LINESTRING (121.18189213280826 26.548907231758115, 121.53345412975918 26.25325605869425, 121.44735731417936 26.16174498131734, 121.1173195211234 26.457396154381204)', 'LINESTRING (121.05274690943854 26.35180644971554, 121.3971341717578 26.070233903940434, 121.31821209080964 25.964644199274765, 120.96665009385873 26.246216745049875)', 'LINESTRING (118.11110571046156 23.409373346365662, 118.43396876888586 23.14187942787931, 118.369396157201 23.036289723213642, 118.02500889488174 23.31786226898875)']"
